geo_name,geo_sumlevel,geo_id,pop_2013,pop_2014,pop_2015,pop_2016
"Hall County, GA","county",05000US13139,182841,185318,187916,190482
"Hancock County, GA","county",05000US13141,9233,9043,8881,8747
"Haralson County, GA","county",05000US13143,28594,28563,28565,28667
"Harris County, GA","county",05000US13145,32267,32539,32776,32992
"Hart County, GA","county",05000US13147,25348,25406,25498,25518
"Heard County, GA","county",05000US13149,11708,11674,11617,11571
"Henry County, GA","county",05000US13151,206349,209069,211512,214171
"Houston County, GA","county",05000US13153,143205,145622,147570,149137
"Irwin County, GA","county",05000US13155,9571,9482,9408,9365
"Jackson County, GA","county",05000US13157,60577,60928,61420,62131
"Jasper County, GA","county",05000US13159,13748,13647,13593,13571
"Jeff Davis County, GA","county",05000US13161,15042,15028,14990,14953
"Jefferson County, GA","county",05000US13163,16696,16554,16374,16201
"Jenkins County, GA","county",05000US13165,8642,8794,8922,9055
"Johnson County, GA","county",05000US13167,9903,9850,9794,9694
"Jones County, GA","county",05000US13169,28650,28783,28738,28701
"Lamar County, GA","county",05000US13171,18139,18128,18114,18195
"Lanier County, GA","county",05000US13173,10250,10356,10403,10382
"Laurens County, GA","county",05000US13175,48203,48028,47886,47802
"Lee County, GA","county",05000US13177,28631,28805,28946,29134
"Liberty County, GA","county",05000US13179,64899,64489,64427,63949
"Lincoln County, GA","county",05000US13181,7894,7800,7720,7712
"Long County, GA","county",05000US13183,15285,15967,16588,17243
"Lowndes County, GA","county",05000US13185,111334,112515,113203,113898
"Lumpkin County, GA","county",05000US13187,30428,30719,30921,31094
"McDuffie County, GA","county",05000US13189,21697,21563,21582,21558
"McIntosh County, GA","county",05000US13191,14142,14172,14007,13941
"Macon County, GA","county",05000US13193,14455,14232,14045,13846
"Madison County, GA","county",05000US13195,28044,28142,28232,28362
"Marion County, GA","county",05000US13197,8673,8751,8739,8646
"Meriwether County, GA","county",05000US13199,21695,21434,21297,21195
"Miller County, GA","county",05000US13201,6054,6017,5936,5911
"Mitchell County, GA","county",05000US13205,23340,23175,22982,22778
"Monroe County, GA","county",05000US13207,26613,26788,26915,27044
"Montgomery County, GA","county",05000US13209,9050,9000,8968,9005
"Morgan County, GA","county",05000US13211,17870,17866,17900,17943
"Murray County, GA","county",05000US13213,39504,39416,39401,39358
"Muscogee County, GA","county",05000US13215,194949,198247,200285,200303
"Newton County, GA","county",05000US13217,100808,101503,102645,103901
"Oconee County, GA","county",05000US13219,33240,33769,34400,35071
"Oglethorpe County, GA","county",05000US13221,14730,14695,14688,14743
"Paulding County, GA","county",05000US13223,143845,145565,147400,149830
"Peach County, GA","county",05000US13225,27481,27337,27086,26907
"Pickens County, GA","county",05000US13227,29486,29550,29740,29992
"Pierce County, GA","county",05000US13229,18774,18860,18934,19030
"Pike County, GA","county",05000US13231,17807,17821,17812,17843
"Polk County, GA","county",05000US13233,41308,41250,41215,41263
"Pulaski County, GA","county",05000US13235,11775,11693,11590,11460
"Putnam County, GA","county",05000US13237,21241,21226,21247,21259
"Quitman County, GA","county",05000US13239,2396,2407,2326,2095
"Rabun County, GA","county",05000US13241,16271,16267,16266,16312
"Randolph County, GA","county",05000US13243,7498,7411,7315,7224
"Richmond County, GA","county",05000US13245,201081,201244,201291,201418
"Rockdale County, GA","county",05000US13247,85650,86256,86901,87569
"Schley County, GA","county",05000US13249,5017,5054,5074,5089
"Screven County, GA","county",05000US13251,14455,14281,14206,14114
"Seminole County, GA","county",05000US13253,8831,8804,8769,8696
"Spalding County, GA","county",05000US13255,64011,63946,63873,64006
"Stephens County, GA","county",05000US13257,25910,25741,25620,25584
"Stewart County, GA","county",05000US13259,6007,5900,5868,5791
"Sumter County, GA","county",05000US13261,32099,31804,31429,31070
"Talbot County, GA","county",05000US13263,6689,6594,6490,6373
"Taliaferro County, GA","county",05000US13265,1766,1700,1721,1904
"Tattnall County, GA","county",05000US13267,25343,25356,25302,25260
"Taylor County, GA","county",05000US13269,8595,8505,8401,8354
"Telfair County, GA","county",05000US13271,16391,16493,16416,16405
"Terrell County, GA","county",05000US13273,9246,9304,9213,9132
"Thomas County, GA","county",05000US13275,44692,44733,44824,44977
"Tift County, GA","county",05000US13277,40537,40721,40787,40691
"Toombs County, GA","county",05000US13279,27229,27272,27210,27160
"Towns County, GA","county",05000US13281,10551,10670,10800,10976
"Treutlen County, GA","county",05000US13283,6817,6781,6762,6711
"Troup County, GA","county",05000US13285,67776,68375,68867,69314
"Turner County, GA","county",05000US13287,8637,8491,8338,8151
"Twiggs County, GA","county",05000US13289,8808,8612,8509,8363
"Union County, GA","county",05000US13291,21399,21553,21725,22033
"Upson County, GA","county",05000US13293,26918,26681,26528,26394
"Walker County, GA","county",05000US13295,68481,68445,68285,68143
"Walton County, GA","county",05000US13297,84397,85378,86201,87436
"Ware County, GA","county",05000US13299,36008,35915,35723,35671
"Warren County, GA","county",05000US13301,5706,5626,5561,5504
"Washington County, GA","county",05000US13303,20982,20861,20785,20680
"Wayne County, GA","county",05000US13305,30187,30170,30046,30006
"Webster County, GA","county",05000US13307,2769,2744,2720,2672
"Wheeler County, GA","county",05000US13309,7746,7932,7956,7932
"White County, GA","county",05000US13311,27400,27594,27791,28140
"Whitfield County, GA","county",05000US13313,102556,103132,103456,103653
"Wilcox County, GA","county",05000US13315,9110,9061,8972,8884
"Wilkes County, GA","county",05000US13317,10265,10123,9991,9924
"Wilkinson County, GA","county",05000US13319,9520,9455,9386,9312
"Worth County, GA","county",05000US13321,21670,21365,21156,20988
"Hawaii County, HI","county",05000US15001,187044,189382,191482,193680
"Honolulu County, HI","county",05000US15003,964678,975690,984178,986999
"Kalawao County, HI","county",05000US15005,71,73,85,91
"Kauai County, HI","county",05000US15007,67872,68745,69691,70447
"Maui County, HI","county",05000US15009,156633,158814,160863,162456
"Ada County, ID","county",05000US16001,401673,409239,417501,425798
"Adams County, ID","county",05000US16003,3937,3908,3880,3865
"Bannock County, ID","county",05000US16005,83091,83394,83604,83815
"Bear Lake County, ID","county",05000US16007,5957,5941,5939,5928
"Benewah County, ID","county",05000US16009,9186,9149,9088,9068
"Bingham County, ID","county",05000US16011,45485,45558,45407,45261
"Blaine County, ID","county",05000US16013,21294,21269,21309,21427
"Boise County, ID","county",05000US16015,6944,6880,6885,6891
"Bonner County, ID","county",05000US16017,40743,40899,41066,41389
"Bonneville County, ID","county",05000US16019,105580,106703,107788,108989
"Boundary County, ID","county",05000US16021,10866,10903,10961,11141
"Butte County, ID","county",05000US16023,2786,2734,2653,2592
"Camas County, ID","county",05000US16025,1267,1156,1052,968
"Canyon County, ID","county",05000US16027,192153,195353,198921,202782
"Caribou County, ID","county",05000US16029,6867,6857,6808,6813
"Cassia County, ID","county",05000US16031,23054,23275,23369,23441
"Clark County, ID","county",05000US16033,751,823,901,960
"Clearwater County, ID","county",05000US16035,8638,8600,8560,8528
"Custer County, ID","county",05000US16037,4331,4284,4234,4185
"Elmore County, ID","county",05000US16039,26528,26349,26175,26103
"Franklin County, ID","county",05000US16041,12801,12853,12914,13013
"Fremont County, ID","county",05000US16043,13088,13024,12945,12896
"Gem County, ID","county",05000US16045,16722,16732,16731,16853
"Gooding County, ID","county",05000US16047,15278,15241,15233,15157
"Idaho County, ID","county",05000US16049,16269,16315,16312,16251
"Jefferson County, ID","county",05000US16051,26389,26620,26792,27096
"Jerome County, ID","county",05000US16053,22391,22580,22653,22694
"Kootenai County, ID","county",05000US16055,140785,142783,145046,147716
"Latah County, ID","county",05000US16057,37636,37989,38339,38593
"Lemhi County, ID","county",05000US16059,7853,7828,7790,7743
"Lewis County, ID","county",05000US16061,3851,3822,3812,3826
"Lincoln County, ID","county",05000US16063,5221,5246,5260,5292
"Madison County, ID","county",05000US16065,37542,37754,37916,38114
"Minidoka County, ID","county",05000US16067,20104,20191,20279,20331
"Nez Perce County, ID","county",05000US16069,39458,39655,39779,39995
"Oneida County, ID","county",05000US16071,4257,4241,4245,4269
"Owyhee County, ID","county",05000US16073,11474,11412,11364,11356
"Payette County, ID","county",05000US16075,22629,22658,22700,22773
"Power County, ID","county",05000US16077,7756,7742,7731,7696
"Shoshone County, ID","county",05000US16079,12729,12629,12571,12551
"Teton County, ID","county",05000US16081,10141,10212,10285,10437
"Twin Falls County, ID","county",05000US16083,78067,78933,80004,80955
"Valley County, ID","county",05000US16085,9698,9662,9720,9897
"Washington County, ID","county",05000US16087,10094,10068,10025,10035
"Adams County, IL","county",05000US17001,67152,67113,67081,66949
"Alexander County, IL","county",05000US17003,7980,7821,7364,7051
"Bond County, IL","county",05000US17005,17665,17571,17313,17137
"Boone County, IL","county",05000US17007,54068,54005,53851,53656
"Brown County, IL","county",05000US17009,6904,6878,6859,6836
"Bureau County, IL","county",05000US17011,34594,34361,34115,33822
"Calhoun County, IL","county",05000US17013,5062,5033,4999,4962
"Carroll County, IL","county",05000US17015,15199,15027,14926,14793
"Cass County, IL","county",05000US17017,13530,13440,13254,13068
"Champaign County, IL","county",05000US17019,202428,204214,205766,206420
"Christian County, IL","county",05000US17021,34651,34415,34200,33888
"Clark County, IL","county",05000US17023,16284,16240,16159,16089
"Clay County, IL","county",05000US17025,13744,13675,13582,13466
"Clinton County, IL","county",05000US17027,37891,37952,37929,37858
"Coles County, IL","county",05000US17029,53732,53655,53037,52802
"Cook County, IL","county",05000US17031,5212372,5227827,5236393,5227575
"Crawford County, IL","county",05000US17033,19707,19626,19541,19441
"Cumberland County, IL","county",05000US17035,11015,10950,10943,10890
"DeKalb County, IL","county",05000US17037,104820,104919,104345,104458
"De Witt County, IL","county",05000US17039,16511,16461,16388,16322
"Douglas County, IL","county",05000US17041,19902,19867,19826,19770
"DuPage County, IL","county",05000US17043,922803,926485,930412,930514
"Edgar County, IL","county",05000US17045,18339,18171,17992,17828
"Edwards County, IL","county",05000US17047,6695,6687,6649,6612
"Effingham County, IL","county",05000US17049,34274,34280,34332,34356
"Fayette County, IL","county",05000US17051,22088,22041,22136,22025
"Ford County, IL","county",05000US17053,13991,13906,13835,13758
"Franklin County, IL","county",05000US17055,39470,39774,39694,39503
"Fulton County, IL","county",05000US17057,36829,36616,36323,36047
"Gallatin County, IL","county",05000US17059,5516,5439,5385,5325
"Greene County, IL","county",05000US17061,13778,13677,13502,13390
"Grundy County, IL","county",05000US17063,50064,50173,50277,50338
"Hamilton County, IL","county",05000US17065,8413,8371,8322,8251
"Hancock County, IL","county",05000US17067,18949,18808,18738,18633
"Hardin County, IL","county",05000US17069,4273,4226,4228,4173
"Henderson County, IL","county",05000US17071,7186,7074,7042,6966
"Henry County, IL","county",05000US17073,50260,50031,49883,49681
"Iroquois County, IL","county",05000US17075,29446,29272,29053,28814
"Jackson County, IL","county",05000US17077,60055,60125,59534,59188
"Jasper County, IL","county",05000US17079,9680,9658,9635,9592
"Jefferson County, IL","county",05000US17081,38769,38716,38578,38523
"Jersey County, IL","county",05000US17083,22850,22751,22625,22441
"Jo Daviess County, IL","county",05000US17085,22602,22427,22397,22186
"Johnson County, IL","county",05000US17087,12665,12650,12829,12866
"Kane County, IL","county",05000US17089,518380,521874,524886,526615
"Kankakee County, IL","county",05000US17091,112991,112682,112221,111493
"Kendall County, IL","county",05000US17093,116366,118194,120036,121452
"Knox County, IL","county",05000US17095,52545,52447,52112,51752
"Lake County, IL","county",05000US17097,702099,703170,702898,702890
"LaSalle County, IL","county",05000US17099,113295,112698,112579,111935
"Lawrence County, IL","county",05000US17101,16702,16726,16665,16582
"Lee County, IL","county",05000US17103,35535,35248,35027,34718
"Livingston County, IL","county",05000US17105,38687,38476,37689,37278
"Logan County, IL","county",05000US17107,30177,30047,29956,29820
"McDonough County, IL","county",05000US17109,32549,32388,32009,31727
"McHenry County, IL","county",05000US17111,308060,307888,307357,307083
"McLean County, IL","county",05000US17113,171240,172390,173114,173254
"Macon County, IL","county",05000US17115,110262,109833,109193,108404
"Macoupin County, IL","county",05000US17117,47462,47229,46844,46482
"Madison County, IL","county",05000US17119,268373,267937,267356,266759
"Marion County, IL","county",05000US17121,39070,38922,38665,38503
"Marshall County, IL","county",05000US17123,12454,12319,12173,12060
"Mason County, IL","county",05000US17125,14508,14309,14126,13931
"Massac County, IL","county",05000US17127,15282,15148,15016,14883
"Menard County, IL","county",05000US17129,12687,12658,12611,12576
"Mercer County, IL","county",05000US17131,16325,16204,16107,15971
"Monroe County, IL","county",05000US17133,33181,33373,33539,33703
"Montgomery County, IL","county",05000US17135,29878,29740,29348,29301
"Morgan County, IL","county",05000US17137,35424,35272,35129,34801
"Moultrie County, IL","county",05000US17139,14869,14896,14927,14915
